epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,1411.86,1.06091,0.74164,1.23528,0.73589,0.76497,0.78938,0.44755,1.5595,0.9766,1.66495,0.000412418,0.000412418,0.000412418
53,1439.04,1.07939,0.74691,1.2448,0.76212,0.77617,0.7959,0.43393,1.57748,1.01086,1.66481,0.000404172,0.000404172,0.000404172
54,1466.21,1.03905,0.74447,1.21955,0.77595,0.74834,0.78634,0.42252,1.60411,1.01378,1.70124,0.000395925,0.000395925,0.000395925
55,1493.42,1.0083,0.70181,1.21228,0.80556,0.75788,0.80622,0.43916,1.57414,0.99756,1.68209,0.000387678,0.000387678,0.000387678
56,1520.35,1.03398,0.72389,1.21871,0.78862,0.738,0.79466,0.42874,1.58031,0.97543,1.67413,0.000379431,0.000379431,0.000379431
57,1547.39,1.00501,0.70637,1.19817,0.80436,0.73162,0.79415,0.43984,1.57233,0.94194,1.66679,0.000371185,0.000371185,0.000371185
58,1574.56,0.97982,0.684,1.18283,0.78256,0.74184,0.80117,0.42478,1.59737,0.98912,1.70665,0.000362938,0.000362938,0.000362938
59,1601.77,0.98659,0.66813,1.19361,0.77923,0.76684,0.80108,0.43883,1.57632,0.9661,1.69885,0.000354691,0.000354691,0.000354691
60,1629.34,1.0067,0.68969,1.19708,0.76808,0.7687,0.79018,0.42708,1.59045,0.99689,1.70585,0.000346445,0.000346445,0.000346445
61,1656.61,0.96238,0.66009,1.17475,0.79149,0.75285,0.7966,0.44531,1.57836,0.96569,1.70083,0.000338198,0.000338198,0.000338198
62,1683.81,0.98826,0.67606,1.19433,0.78058,0.75059,0.78999,0.44104,1.5763,0.94852,1.70639,0.000329951,0.000329951,0.000329951
63,1711.22,0.9853,0.68755,1.18717,0.78728,0.79481,0.81334,0.45107,1.56486,0.93032,1.67638,0.000321705,0.000321705,0.000321705
64,1739.26,0.95046,0.64497,1.16721,0.75843,0.75443,0.78271,0.43851,1.60362,1.00007,1.72889,0.000313458,0.000313458,0.000313458
65,1766.93,0.96396,0.665,1.17631,0.78568,0.73776,0.80026,0.44181,1.5968,0.97604,1.73076,0.000305211,0.000305211,0.000305211
66,1794.91,0.92921,0.63584,1.15648,0.76086,0.77262,0.79694,0.448,1.57996,0.90993,1.72862,0.000296964,0.000296964,0.000296964
67,1822.14,0.91504,0.63367,1.1485,0.78309,0.75297,0.7895,0.43408,1.58737,0.99489,1.70919,0.000288718,0.000288718,0.000288718
68,1849.62,0.90217,0.6219,1.14218,0.80551,0.74704,0.79556,0.44514,1.57075,0.92287,1.71196,0.000280471,0.000280471,0.000280471
69,1877.37,0.92019,0.62273,1.1424,0.76725,0.77904,0.7976,0.43669,1.58117,0.94927,1.71066,0.000272224,0.000272224,0.000272224
70,1905.39,0.90559,0.608,1.13589,0.79229,0.76013,0.80242,0.43897,1.57247,0.9364,1.68647,0.000263978,0.000263978,0.000263978
71,1933.25,0.89334,0.61093,1.12575,0.80892,0.7168,0.80354,0.44796,1.57633,0.98106,1.69553,0.000255731,0.000255731,0.000255731
72,1960.83,0.88765,0.59879,1.13207,0.80497,0.76941,0.8055,0.44694,1.57176,0.94232,1.72988,0.000247484,0.000247484,0.000247484
73,1988.61,0.89614,0.60482,1.13368,0.75611,0.78107,0.80169,0.44995,1.55743,0.94065,1.70817,0.000239238,0.000239238,0.000239238
74,2016.07,0.87957,0.5791,1.11884,0.75179,0.79893,0.80387,0.4478,1.56999,0.95613,1.70704,0.000230991,0.000230991,0.000230991
75,2043.53,0.86223,0.59092,1.11384,0.77663,0.76646,0.8052,0.44764,1.56841,0.94694,1.71847,0.000222744,0.000222744,0.000222744
76,2071.1,0.85656,0.57639,1.10361,0.80722,0.74693,0.81057,0.45147,1.57098,0.97154,1.70023,0.000214497,0.000214497,0.000214497
77,2098.77,0.84539,0.57809,1.10295,0.7637,0.76519,0.79744,0.445,1.56781,0.94591,1.70723,0.000206251,0.000206251,0.000206251
78,2126.37,0.84431,0.56198,1.09722,0.80748,0.74989,0.81334,0.45379,1.58338,0.95764,1.72337,0.000198004,0.000198004,0.000198004
79,2154.24,0.83099,0.54026,1.08713,0.81939,0.75836,0.81359,0.45698,1.58538,0.93735,1.73558,0.000189757,0.000189757,0.000189757
80,2181.89,0.81639,0.54114,1.08834,0.77553,0.78512,0.80868,0.44792,1.59996,0.96468,1.76519,0.000181511,0.000181511,0.000181511
81,2209.61,0.82238,0.53936,1.08108,0.80284,0.76396,0.8055,0.45039,1.60024,0.96102,1.73976,0.000173264,0.000173264,0.000173264
82,2237.46,0.80937,0.52979,1.08566,0.76052,0.81271,0.80781,0.4411,1.59773,0.93211,1.76746,0.000165017,0.000165017,0.000165017
83,2265.2,0.80621,0.52908,1.07512,0.81205,0.77314,0.80818,0.45356,1.58697,0.93184,1.76635,0.000156771,0.000156771,0.000156771
84,2293.05,0.79817,0.51894,1.07637,0.83647,0.74465,0.81586,0.456,1.6025,0.95915,1.75977,0.000148524,0.000148524,0.000148524
85,2320.57,0.79832,0.51275,1.07645,0.7973,0.76593,0.80275,0.45176,1.58213,0.95213,1.75137,0.000140277,0.000140277,0.000140277
86,2348.06,0.79099,0.51507,1.06691,0.82506,0.77012,0.81434,0.45744,1.58201,0.95244,1.76065,0.000132031,0.000132031,0.000132031
87,2375.62,0.76508,0.50428,1.05913,0.7912,0.80108,0.81669,0.45378,1.58709,0.95604,1.76591,0.000123784,0.000123784,0.000123784
88,2403.21,0.77007,0.50429,1.06534,0.78973,0.79038,0.81565,0.45525,1.59511,0.95141,1.77415,0.000115537,0.000115537,0.000115537
89,2430.65,0.76268,0.4863,1.06262,0.795,0.79019,0.81204,0.44955,1.5934,0.95938,1.78019,0.00010729,0.00010729,0.00010729
90,2458.24,0.75454,0.48311,1.05034,0.81738,0.76351,0.81404,0.45677,1.60899,0.97279,1.80407,9.90437e-05,9.90437e-05,9.90437e-05
91,2486.69,0.68086,0.34518,0.99475,0.8346,0.7659,0.80147,0.44018,1.59469,0.95493,1.79928,9.0797e-05,9.0797e-05,9.0797e-05
92,2513.84,0.6385,0.33204,0.97112,0.82812,0.76464,0.81167,0.44507,1.59271,0.97905,1.81226,8.25503e-05,8.25503e-05,8.25503e-05
93,2541.24,0.61887,0.32547,0.97786,0.81266,0.77817,0.81418,0.44997,1.59046,0.97323,1.80883,7.43036e-05,7.43036e-05,7.43036e-05
94,2568.14,0.60399,0.32049,0.95794,0.8222,0.75482,0.8093,0.45242,1.57682,0.96852,1.80005,6.60569e-05,6.60569e-05,6.60569e-05
95,2595.04,0.61738,0.32282,0.96699,0.8174,0.76161,0.81458,0.45222,1.579,0.97898,1.79611,5.78102e-05,5.78102e-05,5.78102e-05
96,2622.2,0.59784,0.30914,0.95482,0.80712,0.77918,0.81505,0.45404,1.57721,0.95239,1.80845,4.95635e-05,4.95635e-05,4.95635e-05
97,2649.19,0.58247,0.29632,0.94095,0.79632,0.7937,0.82041,0.45375,1.58794,0.97028,1.81287,4.13168e-05,4.13168e-05,4.13168e-05
98,2676.33,0.59218,0.29817,0.95392,0.78495,0.784,0.81296,0.45074,1.58711,0.96882,1.82289,3.30701e-05,3.30701e-05,3.30701e-05
99,2704.1,0.58009,0.30029,0.95516,0.78827,0.78449,0.81483,0.45516,1.58468,0.97153,1.81687,2.48234e-05,2.48234e-05,2.48234e-05
100,2731.14,0.56302,0.28245,0.93249,0.79628,0.77445,0.81455,0.45449,1.58797,0.97126,1.82662,1.65767e-05,1.65767e-05,1.65767e-05
