epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,53.3439,1.72266,3.44565,1.95829,0.29706,0.20326,0.09027,0.03755,2.01089,4.58744,2.37874,0.000273914,0.000273914,0.000273914
2,106.548,1.69952,2.71514,1.93325,0.18823,0.23236,0.05554,0.02223,2.32298,4.92509,2.68711,0.00054612,0.00054612,0.00054612
3,159.894,1.72427,2.6254,1.92695,0.2411,0.20473,0.11066,0.04958,1.92719,4.12715,2.34823,0.000812829,0.000812829,0.000812829
4,212.37,1.76013,2.5948,1.93925,0.27341,0.13294,0.07425,0.02796,2.45986,4.07003,2.78287,0.00080826,0.00080826,0.00080826
5,265.202,1.72628,2.49277,1.92028,0.22132,0.31685,0.18173,0.07771,1.92912,3.87669,2.1887,0.000800013,0.000800013,0.000800013
6,317.839,1.69757,2.38713,1.87568,0.31734,0.34203,0.28975,0.12619,1.81769,2.38755,2.08132,0.000791767,0.000791767,0.000791767
7,370.383,1.63202,2.26398,1.82261,0.44273,0.33385,0.30589,0.14397,1.74029,2.50374,2.06113,0.00078352,0.00078352,0.00078352
8,423.116,1.63635,2.16869,1.81832,0.49291,0.34754,0.32287,0.15006,1.79431,2.32987,2.0642,0.000775273,0.000775273,0.000775273
9,475.905,1.5865,2.09342,1.78508,0.54696,0.40859,0.37458,0.18034,1.80425,2.2425,2.1282,0.000767026,0.000767026,0.000767026
10,528.565,1.61055,2.04249,1.77949,0.54411,0.36102,0.44225,0.22382,1.71962,1.95719,1.9433,0.00075878,0.00075878,0.00075878
11,581.133,1.57469,1.90358,1.75909,0.53775,0.44049,0.48284,0.24448,1.721,1.86296,2.01927,0.000750533,0.000750533,0.000750533
12,633.949,1.54089,1.87433,1.7489,0.56133,0.44364,0.46346,0.22242,1.68745,1.94813,1.97423,0.000742286,0.000742286,0.000742286
13,686.789,1.55276,1.78898,1.74933,0.66821,0.44576,0.49992,0.25798,1.65573,1.78062,1.93957,0.00073404,0.00073404,0.00073404
14,739.254,1.51282,1.73825,1.73998,0.5459,0.49515,0.5346,0.27406,1.70418,1.72864,1.98103,0.000725793,0.000725793,0.000725793
