epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1983.14,0.91471,0.62873,1.1476,0.78057,0.76616,0.80128,0.44105,1.55016,0.99338,1.68715,0.000272224,0.000272224,0.000272224
70,2011.63,0.89881,0.60835,1.14039,0.75151,0.77573,0.79967,0.44044,1.58694,0.97978,1.71479,0.000263978,0.000263978,0.000263978
71,2040.32,0.88769,0.61992,1.13401,0.79484,0.73547,0.80172,0.43625,1.58007,0.96572,1.71717,0.000255731,0.000255731,0.000255731
72,2069,0.8822,0.60426,1.13789,0.76229,0.77747,0.80571,0.44243,1.59347,0.98599,1.72611,0.000247484,0.000247484,0.000247484
73,2097.57,0.89162,0.60201,1.13331,0.7797,0.75907,0.79932,0.43925,1.57719,0.99838,1.7109,0.000239238,0.000239238,0.000239238
74,2126.23,0.87604,0.59795,1.1222,0.76345,0.78666,0.80148,0.44426,1.59676,0.99896,1.73604,0.000230991,0.000230991,0.000230991
75,2154.76,0.85099,0.59904,1.11707,0.74594,0.78887,0.80297,0.44818,1.58194,0.95738,1.74324,0.000222744,0.000222744,0.000222744
76,2183.33,0.84523,0.58031,1.10554,0.80166,0.75419,0.81467,0.45047,1.59437,0.93809,1.74637,0.000214497,0.000214497,0.000214497
77,2212.36,0.84357,0.58897,1.1116,0.82215,0.76612,0.80725,0.44381,1.58847,0.95151,1.74627,0.000206251,0.000206251,0.000206251
78,2240.91,0.84196,0.56719,1.10605,0.78403,0.74325,0.80407,0.44824,1.58399,0.98152,1.76027,0.000198004,0.000198004,0.000198004
79,2269.42,0.83439,0.54435,1.10286,0.78393,0.72961,0.79167,0.43911,1.60343,1.00306,1.76215,0.000189757,0.000189757,0.000189757
80,2297.9,0.82638,0.54052,1.10012,0.80814,0.73877,0.79636,0.43132,1.60918,0.97798,1.80219,0.000181511,0.000181511,0.000181511
81,2326.33,0.81635,0.54495,1.09078,0.73886,0.77766,0.80179,0.4411,1.58906,0.99862,1.76256,0.000173264,0.000173264,0.000173264
82,2354.86,0.8032,0.53771,1.09429,0.76189,0.77528,0.80316,0.44764,1.59483,1.00856,1.79359,0.000165017,0.000165017,0.000165017
83,2383.1,0.79223,0.53204,1.07659,0.82488,0.73098,0.80816,0.44906,1.58403,0.98343,1.77191,0.000156771,0.000156771,0.000156771
84,2411.53,0.78254,0.5209,1.07037,0.76099,0.76733,0.80576,0.4453,1.60667,0.99345,1.78517,0.000148524,0.000148524,0.000148524
85,2439.92,0.78879,0.52822,1.07857,0.79834,0.75444,0.81779,0.45688,1.6029,0.97295,1.7969,0.000140277,0.000140277,0.000140277
86,2468.4,0.7996,0.53179,1.07743,0.79619,0.74888,0.81074,0.4537,1.60027,0.98856,1.78602,0.000132031,0.000132031,0.000132031
87,2496.82,0.75582,0.49987,1.05708,0.80489,0.74857,0.81144,0.45121,1.59819,0.97825,1.79738,0.000123784,0.000123784,0.000123784
88,2525.23,0.75638,0.50564,1.0587,0.78899,0.76865,0.80054,0.4473,1.59329,0.96853,1.79309,0.000115537,0.000115537,0.000115537
89,2553.81,0.75076,0.48893,1.0635,0.79824,0.76544,0.80633,0.44614,1.5956,1.02994,1.79396,0.00010729,0.00010729,0.00010729
90,2582.52,0.74843,0.48376,1.05522,0.79014,0.7447,0.80271,0.44951,1.60061,1.01617,1.80176,9.90437e-05,9.90437e-05,9.90437e-05
91,2611.95,0.66317,0.34383,0.98896,0.76897,0.74387,0.78661,0.43715,1.60827,0.99182,1.83222,9.0797e-05,9.0797e-05,9.0797e-05
92,2639.58,0.63131,0.33237,0.96831,0.7801,0.74706,0.79452,0.43647,1.62493,1.01266,1.83497,8.25503e-05,8.25503e-05,8.25503e-05
93,2667.59,0.61327,0.32086,0.97599,0.78947,0.75184,0.80339,0.44496,1.61119,1.00037,1.82771,7.43036e-05,7.43036e-05,7.43036e-05
94,2695.22,0.60002,0.3127,0.9619,0.77042,0.75124,0.79416,0.44298,1.61243,1.00131,1.83013,6.60569e-05,6.60569e-05,6.60569e-05
95,2723,0.61553,0.32294,0.97234,0.75702,0.76945,0.80252,0.44133,1.61886,1.00148,1.85762,5.78102e-05,5.78102e-05,5.78102e-05
96,2751.38,0.58631,0.30992,0.94494,0.78916,0.7557,0.80364,0.44784,1.60759,0.99727,1.84483,4.95635e-05,4.95635e-05,4.95635e-05
97,2778.99,0.57249,0.29827,0.93935,0.77805,0.75584,0.7983,0.44874,1.60858,0.9997,1.84249,4.13168e-05,4.13168e-05,4.13168e-05
98,2806.77,0.5834,0.29652,0.95047,0.77079,0.75888,0.79677,0.44544,1.61554,1.01932,1.85141,3.30701e-05,3.30701e-05,3.30701e-05
99,2834.6,0.57595,0.29587,0.95124,0.78722,0.75733,0.80463,0.44355,1.61331,1.01184,1.85976,2.48234e-05,2.48234e-05,2.48234e-05
100,2862.7,0.56039,0.28502,0.93129,0.79272,0.75462,0.80515,0.44768,1.61103,1.01769,1.86007,1.65767e-05,1.65767e-05,1.65767e-05
